id,case_id,year,height,width,size_inchsqr,price_usd,meanprice_year,min_price,max_price,medianprice_year,cnt_mean,cnt_max,cnt_median,cot_mean,cot_max,cot_median,ranking,fest_biennal,private_inst,public_inst,solo_show,group_show,age,estimate_min_usd,estimate_max_usd,estimate_center_usd,log10_estimate_geo_mean_usd,estimate_range_usd,Country - Austria,Country - China,Country - Dutch,Country - France,Country - Germany,Country - Japan,Country - Others,Country - Swiss,Country - UK,Country - USA,Continent - East Asia,Continent - Europe,Continent - North America,Continent - Others,Tier - 1,Tier - 2,Tier - 3,Tier - 4,Living - Argentina,Living - Australia,Living - Austria,Living - Brazil,Living - China,Living - Denmark,Living - Dutch,Living - France,Living - Germany,Living - India,Living - Italia,Living - Japan,Living - Mexico,Living - Norway,Living - Others,Living - South Africa,Living - Sweden,Living - Swiss,Living - Taiwan,Living - UK,Living - USA,price_usd_prev_5_mean,price_usd_prev_5_median,price_usd_prev_5_max,price_usd_prev_10_mean,price_usd_prev_10_median,price_usd_prev_10_max,price_same_size_prev_5_max,price_same_size_prev_5_mean,price_same_size_prev_5_median,price_same_size_prev_10_max,price_same_size_prev_10_mean,price_same_size_prev_10_median,matched_genre,matched_country,gender_NA,gender_female,gender_male,edu_NA,edu_abroad,edu_both,edu_domestic,degree_NA,grad,no_degree,undergrad,elite_school,elite_school_NA,non_elite_school,elite_award_not_received,elite_award_received,artwork_order,cnt_min,cot_min,Genre___Photography,Genre___Print,Genre___Sculpture,Genre___Painting,Genre___Others,price_usd_prev_5_min,price_usd_prev_10_min,price_same_size_prev_5_min,price_same_size_prev_10_min,eventdate,train
571,83781,2004,26,40,1040,4804,10.379995,3.4378948,22.145748,11.511574,4.2115383,4.2115383,4.2115383,6.1707463,11.511574,4.8667583,839,0,2,3,1,4,49,6005,7206,6605.5,3.818103635,1201,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,63100,40000,150000,60128.5,42916.5,150000,60017.26016,23374.32438,9658.69112,60017.26016,16829.41875,9543.9942,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,24,4.2115383,3.4378948,1,0,0,0,0,3307,3307,5742.85712,5109.62972,24/05/2004,1
572,49017,2004,39,27,1053,9608,17.314587,8.319088,31.656532,15.788248,8.319088,8.319088,8.319088,13.6874695,22.23735,12.096721,447,0,4,4,0,8,43,12010,18015,15012.5,4.167588637,6005,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59500,50000,92500,61291.8,50000,140000,33334.3282,22638.01674,22978.47123,55227.27015,23305.76532,20495.05286,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,35,8.319088,8.319088,1,0,0,0,0,45000,22918,15238.41474,7113.261402,24/05/2004,1
573,47876,2004,24,20,480,20418,84.014145,13.479323,495.9365,30.336033,64.522385,203.31624,35.763092,84.014145,495.9365,30.336033,174,0,8,20,1,27,64,21619.05882,30026.47059,25822.76471,4.406170535,8407.411765,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10908,4930,33496,19932.3,9170.5,58618,34364.0808,16744.52431,10074.8592,76167.6192,20971.47783,12238.7472,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,23,23.997585,13.479323,0,0,1,0,0,3747,2375,3152.966976,2160,24/05/2004,1
574,106112,2004,24,20,480,5404,9.580814,2.9854112,18.639584,9.370165,12.322549,18.639584,12.983313,9.944231,18.639584,9.490329,3140,0,4,4,2,6,69,6004.444444,8406.222222,7205.333333,3.851536849,2401.777778,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,14802.6,12284,27690,13908.7,13549,27690,5287.35648,3355.423507,2970.68832,11359.8,4210.82665,3644.2296,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,96,4.0222673,2.9854112,1,0,0,0,0,9814,3506,1432.997376,1432.997376,24/05/2004,1
575,56426,2004,27,39,1053,20583,32.631165,12.196581,128.22144,19.11518,18.374212,22.768314,18.815933,32.631165,128.22144,19.11518,127,0,8,19,4,23,68,21793.76471,26636.82353,24215.29412,4.381907346,4843.058824,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19644.6,22537,30448,29741.8,24943,82985,29643.38313,23031.86886,23367.53472,45422.74503,24906.50686,22750.38143,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,40,12.196581,12.196581,0,0,1,0,0,1670,1670,14849.2491,14849.2491,25/05/2004,1
576,11289,2004,18,11,198,15740,31.72341,4.661111,87.19876,24.944584,39.98223,87.19876,30.679605,32.30076,87.19876,24.66,59,10,34,44,10,34,75,18161.53846,24215.38462,21188.46154,4.321622003,6053.846154,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11581.6,7849,25844,14011.8,7875,36920,10406.00029,7025.607032,8330.85,11901.21431,5797.383115,3642.967548,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,163,5.888889,4.661111,1,0,0,0,0,5918,4734,2576.605284,2125.200132,25/05/2004,1
577,11288,2004,9,7,63,3632,31.72341,4.661111,87.19876,24.944584,39.98223,87.19876,30.679605,32.30076,87.19876,24.66,59,10,34,44,10,34,75,3632,4842.666667,4237.333333,3.622615208,1210.666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16120.8,7849,36920,23046.4,7875,107955,3786.750009,2240.977549,2650.725,3786.750009,1807.948309,1541.023754,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,164,5.888889,4.661111,0,0,1,0,0,5918,4734,833.05152,819.828954,25/05/2004,1
578,107364,2004,25,30,750,7264,5.8824253,0.5180682,15.154839,4.360895,10.577852,15.154839,8.830667,8.5973425,15.154839,8.830667,128,1,4,13,1,17,35,4842.666667,7264,6053.333333,3.773130206,2421.333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16418.8,11094,35000,15634.5,10547,35000,10239.375,5364.288765,2849.0625,10239.375,4631.90547,3311.713575,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,78,7.748052,3.3064516,0,1,0,0,0,5000,5000,1445.771625,1445.771625,25/05/2004,1
579,11287,2004,9,8,72,3632,31.72341,4.661111,87.19876,24.944584,39.98223,87.19876,30.679605,32.30076,87.19876,24.66,59,10,34,44,10,34,75,3632,4842.666667,4237.333333,3.622615208,1210.666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16495,7849,36920,23219.5,7875,107955,4327.714296,2053.477224,1244.5218,4327.714296,1928.448569,1588.870512,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,165,5.888889,4.661111,0,0,1,0,0,3632,3632,1244.5218,936.947376,25/05/2004,1
580,11286,2004,24,33,792,16951,31.72341,4.661111,87.19876,24.944584,39.98223,87.19876,30.679605,32.30076,87.19876,24.66,59,10,34,44,10,34,75,26637.28571,43588.28571,35112.78571,4.532429879,16951,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15575.4,7849,36920,23112.2,7875,107955,47604.85726,34532.59946,36420.99912,47604.85726,24385.29311,20550.67344,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,162,5.888889,4.661111,0,0,1,0,0,5918,1651,10306.42114,8500.800528,25/05/2004,1
581,51668,2004,47,85,3995,19372,4.7454143,0.6931567,8.689543,4.5428834,4.1052375,8.014061,3.329249,4.7454143,8.689543,4.5428834,180,1,10,17,6,22,66,15739.75,19372,17555.875,4.242086145,3632.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4905.2,4509,8808,5007.5,4028,12630,51431.92563,26690.53675,22217.25368,55708.05778,25377.3558,21221.85448,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,53,0.6931567,0.6931567,1,0,0,0,0,2520,1815,13658.2682,7130.676699,25/05/2004,1
582,106111,2004,29,36,1044,12108,9.580814,2.9854112,18.639584,9.370165,12.322549,18.639584,12.983313,9.944231,18.639584,9.490329,3140,0,4,4,2,6,69,12108,18162,15135,4.171118042,6054,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,13426.6,10060,27690,13497.4,13549,27690,10716.2257,7141.291199,6461.247096,24707.565,9339.270575,7926.19938,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,97,4.0222673,2.9854112,1,0,0,0,0,5404,3506,3116.769293,3116.769293,25/05/2004,1
583,32598,2004,18,22,396,5811,20.426935,2.28791,81.39161,16.573975,14.533067,18.97701,13.378788,20.074165,81.39161,12.311094,1424,0,3,4,0,7,67,4237.1875,4842.5,4539.84375,3.656073656,605.3125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16534.4,13614,33417,15745,11510,47651,20342.30497,7411.33206,4243.582332,20342.30497,7110.737992,4301.694936,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,90,11.243402,2.28791,0,0,1,0,0,6807,3685,906.01236,906.01236,25/05/2004,1
584,47873,2004,23,18,414,10897,84.014145,13.479323,495.9365,30.336033,64.522385,203.31624,35.763092,84.014145,495.9365,30.336033,174,0,8,20,1,27,64,9686.222222,12107.77778,10897,4.034609435,2421.555556,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10933.2,7662,20418,22363.8,18684.5,58618,27750.9375,14985.92573,16055.4375,29639.01969,15436.88781,13674.90749,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,25,23.997585,13.479323,0,0,1,0,0,4705,3747,2719.434017,2719.434017,25/05/2004,1
585,18280,2004,42,32,1344,19372,10.346779,3.1904762,24.675926,9.944048,11.346827,24.675926,10.068627,10.346779,24.675926,9.944048,694,0,1,1,1,1,64,21793.5,26636.5,24215,4.381902071,4843,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,3343.4,3266,4290,3289.2,3242.5,5274,29203.9991,13586.44278,10995.50054,29203.9991,10009.98851,8257.01184,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,95,5.168798,3.1904762,1,0,0,0,0,2228,2228,4962.588288,3430.562285,25/05/2004,1
586,49199,2004,11,15,165,6054,23.638103,6.7293234,44.239582,18.636753,24.381676,43.955555,21.843376,23.638103,44.239582,18.636753,223,0,4,12,4,12,66,6054,7264.8,6659.4,3.82163304,1210.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5341.2,2489,16239,5098.6,3049.5,16239,2931.72,2186.769849,1953.749985,3397.16652,2265.929724,2216.574608,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,39,6.7293234,6.7293234,0,0,1,0,0,2486,2177,1373.03562,1373.03562,25/05/2004,1
587,49198,2004,15,12,180,7264,23.638103,6.7293234,44.239582,18.636753,24.381676,43.955555,21.843376,23.638103,44.239582,18.636753,223,0,4,12,4,12,66,3632,4600.533333,4116.266667,3.611477011,968.5333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5889,2489,16239,5110.6,3049.5,16239,6020.72748,2994.512616,2131.36362,6020.72748,2946.672558,2737.84608,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,38,6.7293234,6.7293234,0,0,1,0,0,2177,2177,1497.85704,1497.85704,25/05/2004,1
588,47874,2004,16,16,256,16951,84.014145,13.479323,495.9365,30.336033,64.522385,203.31624,35.763092,84.014145,495.9365,30.336033,174,0,8,20,1,27,64,12107.85714,18161.78571,15134.82143,4.171112918,6053.928571,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8292.4,4930,20418,21736.6,15548.5,58618,18327.50976,9841.361316,9928,40622.73024,12062.38818,8455.98144,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,24,23.997585,13.479323,0,0,1,0,0,3747,3747,1681.582387,1681.582387,25/05/2004,1
589,57117,2004,15,15,225,4116,690.38464,2.5007837,33766.777,19.035166,16.68,16.68,16.68,16.092505,45.905094,13.113122,52,1,8,25,6,29,74,4116,4358.117647,4237.058824,3.626887158,242.1176471,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10323.8,6279,30000,12781.9,6889.5,31000,145312.4925,30895.86611,1386.081068,145312.4925,33508.86566,4959.210263,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,444,16.68,4.7353187,0,0,0,1,1,3590,3590,1065.446708,1065.446708,25/05/2004,1
590,37217,2004,34,33,1122,108972,91.92311,21.04276,254.82353,87.03284,97.40821,106.26919,97.40821,100.648384,179.64285,106.26919,1118,0,3,5,3,5,72,54486,60540,57513,4.759163671,6054,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30384.6,24384,61770,46064.1,24476,210000,285912.0007,146139.6989,119919.1468,285912.0007,122260.1131,113920.7609,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,133,88.54723,38.09316,1,0,0,0,0,7000,7000,46497.43032,46497.43032,25/05/2004,1
591,55367,2004,22,44,968,10264,16.122265,0.46513605,158.28241,2.7644634,6.6822925,9.667356,8.701281,10.247868,20.944595,9.184319,263,0,2,12,1,13,71,10527.17949,13158.97436,11843.07692,4.070767034,2631.794872,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219000,120000,450000,119975,53000,450000,78330.86976,38819.43354,19066.9109,78330.86976,23540.88417,16114.37683,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,124,1.6782408,1.6782408,0,0,1,0,0,55000,4250,9028.904808,1125.711497,28/05/2004,1
592,42040,2004,41,45,1845,5200,2.5696478,2.5696478,2.5696478,2.5696478,2.5696478,2.5696478,2.5696478,2.5696478,2.5696478,2.5696478,554,0,3,8,2,9,74,4800,6400,5600,3.743710606,1600,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27719,36072,42960,27719,36072,42960,24327.44307,14704.65428,12134.29249,24327.44307,14704.65428,12134.29249,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,9,2.5696478,2.5696478,1,0,0,0,0,18592,4683,10188.73815,10188.73815,07/06/2004,1
593,13883,2004,57,45,2565,3662,1.0945168,0.43521595,1.8796844,1.2339791,0.99031645,1.3017544,1.2339791,1.0945168,1.8796844,1.2339791,19,0,4,6,1,9,37,4394.4,5859.2,5126.8,3.705368954,1464.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5052.75,3838.5,10450,5052.75,3838.5,10450,4821.390486,3500.52841,3401.006603,4821.390486,3500.52841,3401.006603,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,9,0.43521595,0.43521595,1,0,0,0,0,2084,1666,3257.932185,2378.70995,07/06/2004,1
594,13884,2004,61,55,3355,4541,1.0945168,0.43521595,1.8796844,1.2339791,0.99031645,1.3017544,1.2339791,1.0945168,1.8796844,1.2339791,19,0,4,6,1,9,37,3662.096774,4394.516129,4028.306452,3.60332044,732.4193548,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5223.333333,3136,10450,5223.333333,3136,10450,6306.341162,4724.885194,4756.980355,6306.341162,4724.885194,4756.980355,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,10,0.43521595,0.43521595,1,0,0,0,0,2084,1666,4261.349895,3111.334067,07/06/2004,1
595,12548,2004,37,50,1850,8591,3.7298841,0.5205538,6.6536674,4.2335134,4.2335134,4.2335134,4.2335134,5.44359,6.6536674,5.44359,587,0,4,7,2,9,53,9818.285714,14727.42857,12272.85714,4.080081296,4909.142857,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12683.75,9293,27500,12683.75,9293,27500,9032.755795,5072.350073,4803.567643,9032.755795,5072.350073,4803.567643,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,10,4.2335134,4.2335134,0,1,0,0,0,4000,4000,963.02453,963.02453,08/06/2004,1
596,98907,2004,28,20,560,2240,4.7483115,1.2046036,9.333333,3.6464286,3.5217438,3.6464286,3.5217438,4.7483115,9.333333,3.6464286,476,0,8,6,1,13,51,2400,4000,3200,3.491135617,1600,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1934,2529,4377.8,2433,11875,5447.7948,3937.159688,4250.90904,7019.83352,4021.133026,3959.77274,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,54,3.3970587,1.2046036,1,0,0,0,0,1934,1427,1447.62464,1447.62464,08/06/2004,1
597,11281,2004,20,14,280,3191,31.72341,4.661111,87.19876,24.944584,10.389286,10.389286,10.389286,32.30076,87.19876,24.66,59,10,34,44,10,34,75,2454.615385,3681.923077,3068.269231,3.478029081,1227.307692,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9560.8,7849,16951,14795.7,11794.5,36920,20292.93,11637.58786,12876.1108,20292.93,9777.360376,8622.26778,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,166,10.389286,4.661111,0,0,1,0,0,3632,3632,4839.807,3643.68424,08/06/2004,1
598,73403,2004,11,8,88,7256,182.26346,20.547863,552.5478,139.71439,70.64931,100.23232,70.765785,158.11703,425.5238,130.81677,113,0,7,19,1,25,51,7256,9674.666667,8465.333333,3.923166642,2418.666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56572.2,24000,200000,136437.2,63107,560000,30795.556,14633.29076,8914.3252,37446.0944,19134.79344,18819.61884,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,35,40.833332,20.547863,0,0,1,0,0,13000,12677,6457.14608,6457.14608,09/06/2004,1
599,75301,2004,22,30,660,4595,10.975458,0.38368422,38.852272,6.6340113,6.3469696,6.3469696,6.3469696,6.3469696,6.3469696,6.3469696,413,1,1,8,0,10,64,2418.421053,3627.631579,3023.026316,3.471577544,1209.210526,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3550,3750,4000,3550,3750,4000,26666.6664,12856.31619,10020.24276,26666.6664,12856.31619,10020.24276,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,16,6.3469696,6.3469696,0,0,1,0,0,2250,2250,444.672195,444.672195,09/06/2004,1
600,73405,2004,9,11,99,10884,182.26346,20.547863,552.5478,139.71439,70.64931,100.23232,70.765785,158.11703,425.5238,130.81677,113,0,7,19,1,25,51,4837.333333,7256,6046.666667,3.772651645,2418.666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53223.4,13000,200000,120664.9,33702,560000,34645.0005,13189.90624,7441.875144,42126.8562,19168.58256,18900.33503,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,36,40.833332,20.547863,0,0,1,0,0,7256,7256,7264.28934,7264.28934,09/06/2004,1
601,84557,2004,39,24,936,9070,24.580824,2.2152917,71.45971,21.201874,24.665508,33.14754,32.014584,27.456507,71.45971,24.039299,379,0,9,4,2,11,77,7256,9674.666667,8465.333333,3.923166642,2418.666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22040.4,21945,41891,35780.7,30447.5,92300,20227.85107,13425.89128,13099.8947,75773.45318,21987.23321,18347.92596,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,249,8.834402,2.2152917,0,0,0,1,1,2340,2340,2073.513031,2073.513031,09/06/2004,1
602,73404,2004,9,12,108,7861,182.26346,20.547863,552.5478,139.71439,70.64931,100.23232,70.765785,158.11703,425.5238,130.81677,113,0,7,19,1,25,51,4837.538462,7256.307692,6046.923077,3.77267006,2418.769231,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167000,38000,560000,136496.8,63107,560000,37794.546,20963.4521,22189.06764,45956.5704,24548.23508,23096.80494,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,37,40.833332,20.547863,0,0,1,0,0,7256,7256,7924.67928,7924.67928,09/06/2004,1
603,73402,2004,9,12,108,4837,182.26346,20.547863,552.5478,139.71439,70.64931,100.23232,70.765785,158.11703,425.5238,130.81677,113,0,7,19,1,25,51,4837,7255.5,6046.25,3.772621717,2418.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15400.2,10884,38000,97861.9,26702,560000,37794.546,14969.07089,10825.09056,45956.5704,19593.23581,14994.16758,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,38,40.833332,20.547863,0,0,1,0,0,7256,7256,7167.00042,7167.00042,09/06/2004,1
604,77337,2004,23,30,690,15200,19.026161,4.0333333,100.95625,13.426132,17.166954,46.00673,12.919029,17.538849,100.95625,11.022539,269,0,16,11,4,23,56,2000,3040,2520,3.39195179,1040,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23440,20000,60000,25818.2,20107.5,60000,31744.6437,17215.45832,19062.81906,31744.6437,13771.10018,11195.59604,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,94,4.675214,4.0333333,1,0,0,0,0,4226,2598,9168.3405,3543.58608,23/06/2004,1
605,77339,2004,30,39,1170,6000,19.026161,4.0333333,100.95625,13.426132,17.166954,46.00673,12.919029,17.538849,100.95625,11.022539,269,0,16,11,4,23,56,4000,5600,4800,3.675124009,1600,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14207.8,20000,24000,20327.5,16046.5,58809,38789.0451,26047.14442,32323.91058,40896.81648,22218.08363,21005.67866,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,97,4.675214,4.0333333,0,0,1,0,0,3600,2598,7485.263019,7485.263019,23/06/2004,1
606,77338,2004,41,29,1189,60000,19.026161,4.0333333,100.95625,13.426132,17.166954,46.00673,12.919029,17.538849,100.95625,11.022539,269,0,16,11,4,23,56,3200,4400,3800,3.574301327,1200,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12285.2,7200,24000,20027.5,13600,58809,39418.95267,26556.21822,32848.82879,39418.95267,20250.81282,17853.45328,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,92,4.675214,4.0333333,1,0,0,0,0,2598,2093,11403.80958,3077.427704,23/06/2004,1
607,64003,2004,29,20,580,2080,7.4541745,2.1915064,19.535715,4.391242,11.443994,19.535715,11.527299,10.530085,19.535715,10.999761,93,1,7,26,5,30,56,240,400,320,2.491135617,160,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6563.2,7877,8800,6721,7877,9174,6685.83342,3473.617993,3003.721226,6685.83342,2778.301707,3003.721226,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,12,3.2689655,3.2689655,0,0,1,0,0,3000,1442,1271.073712,650.182378,23/06/2004,1
608,64001,2004,29,24,696,8800,7.4541745,2.1915064,19.535715,4.391242,11.443994,19.535715,11.527299,10.530085,19.535715,10.999761,93,1,7,26,5,30,56,2000,2800,2400,3.374094014,800,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5814.6,6820,7877,6374.5,7348.5,9174,3717.155527,2719.785342,3604.465471,3717.155527,2552.455706,2748.543428,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,13,3.2689655,3.2689655,1,0,0,0,0,2080,1442,1525.288454,780.2188536,23/06/2004,1
609,77335,2004,19,26,494,6800,19.026161,4.0333333,100.95625,13.426132,17.166954,46.00673,12.919029,17.538849,100.95625,11.022539,269,0,16,11,4,23,56,1440,2240,1840,3.254305255,800,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21680,15200,60000,21457.3,17600,60000,22727.32462,11034.05583,9921.525146,22727.32462,10597.7617,9694.160164,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,96,4.675214,4.0333333,0,0,1,0,0,3600,2598,3160.444386,3160.444386,23/06/2004,1
610,91043,2004,9,14,126,7600,113.07213,22.291317,447.7143,73.87038,54.99206,54.99206,54.99206,56.227844,116.333336,46.12229,120,0,7,9,2,15,63,2800,3600,3200,3.501730266,800,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14550,6500,30000,13619.1,6278,40000,56412.0018,20367.91074,9573.66648,79366.0014,23547.39814,14002.55199,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,53,54.99206,22.291317,0,0,1,0,0,4271,4250,3186.00009,3186.00009,23/06/2004,1
